match_id,date,is_home,team_id,team_name,result,opponent_id,opponent_name,team_xG,team_goals,team_ppda_att,team_ppda_def,team_deep,team_xpts,team_npxG,opponent_xG,opponent_goals,opponent_ppda_att,opponent_ppda_def,opponent_deep,opponent_npxG,team_shots,opponent_shots,team_win_odds_open,draw_odds_open,opponent_win_odds_open
Bundesliga 2025_117_136_2025-08-22 18:30:00,2025-08-22 18:30:00,True,117,Bayern Munich,w,136,RasenBallsport Leipzig,3.29885,6,255,29,13,2.8446000000000002,3.29885,0.52226,0,375,21,6,0.52226,19,12,1.23,7.43,10.85
Bundesliga 2025_117_121_2025-08-30 16:30:00,2025-08-30 16:30:00,False,117,Bayern Munich,w,121,Augsburg,3.37523,3,231,31,16,2.8495,3.37523,0.506028,2,266,24,5,0.506028,20,10,1.27,6.53,9.88
Bundesliga 2025_117_118_2025-09-13 16:30:00,2025-09-13 16:30:00,True,117,Bayern Munich,w,118,Hamburger SV,3.03718,5,203,21,25,2.7799,2.2794,0.559174,0,336,10,3,0.559174,22,9,1.07,14.97,29.41
Bundesliga 2025_117_120_2025-09-20 13:30:00,2025-09-20 13:30:00,False,117,Bayern Munich,w,120,Hoffenheim,2.7142,4,193,17,2,2.5111,1.19865,1.03716,1,350,27,6,1.03716,18,12,1.33,6.19,7.87
Bundesliga 2025_117_123_2025-09-26 18:30:00,2025-09-26 18:30:00,True,117,Bayern Munich,w,123,Werder Bremen,4.31859,4,270,32,11,2.9772999999999996,3.56081,0.298618,0,359,9,4,0.298618,26,9,1.09,12.5,26.0
Bundesliga 2025_117_132_2025-10-04 16:30:00,2025-10-04 16:30:00,False,117,Bayern Munich,w,132,Eintracht Frankfurt,2.2301,3,293,20,7,2.5829,2.2301,0.560138,0,419,22,3,0.560138,12,6,1.44,5.53,6.14
Bundesliga 2025_117_129_2025-10-18 16:30:00,2025-10-18 16:30:00,True,117,Bayern Munich,w,129,Borussia Dortmund,2.81994,2,176,21,8,2.3808,2.81994,1.41011,1,380,30,5,1.41011,15,8,1.38,5.55,7.5
Bundesliga 2025_117_130_2025-10-25 13:30:00,2025-10-25 13:30:00,False,117,Bayern Munich,w,130,Borussia M.Gladbach,2.65026,3,95,14,23,2.6369,2.65026,0.757777,0,283,10,1,0.0,27,1,1.23,7.11,11.5
Bundesliga 2025_117_119_2025-11-01 17:30:00,2025-11-01 17:30:00,True,117,Bayern Munich,w,119,Bayer Leverkusen,2.28295,3,305,32,11,2.6761,2.28295,0.382774,0,287,10,5,0.382774,18,7,1.23,7.43,10.66
Bundesliga 2025_117_240_2025-11-08 14:30:00,2025-11-08 14:30:00,False,117,Bayern Munich,d,240,Union Berlin,1.34246,2,120,9,11,1.5860999999999998,1.34246,1.02778,2,447,19,6,1.02778,12,12,1.21,7.33,12.56
Bundesliga 2025_117_135_2025-11-22 14:30:00,2025-11-22 14:30:00,True,117,Bayern Munich,w,135,Freiburg,3.13858,6,177,19,15,2.7987,3.13858,0.516966,2,364,26,2,0.516966,22,8,1.19,7.45,14.94
Bundesliga 2025_117_288_2025-11-29 14:30:00,2025-11-29 14:30:00,True,117,Bayern Munich,w,288,St. Pauli,2.53942,3,147,15,15,2.5492,2.53942,0.74073,1,518,11,3,0.74073,19,10,1.1,10.2,29.77
Bundesliga 2025_117_133_2025-12-06 14:30:00,2025-12-06 14:30:00,False,117,Bayern Munich,w,133,VfB Stuttgart,4.07867,5,246,19,13,2.9165,3.32089,0.729313,0,292,12,6,0.729313,19,13,1.51,5.21,5.4
Bundesliga 2025_117_125_2025-12-14 16:30:00,2025-12-14 16:30:00,True,117,Bayern Munich,d,125,Mainz 05,4.67956,2,77,12,12,2.9560999999999997,3.92179,0.803171,2,489,11,2,0.803171,24,5,1.09,12.74,21.79
Bundesliga 2025_117_280_2025-12-21 16:30:00,2025-12-21 16:30:00,False,117,Bayern Munich,w,280,FC Heidenheim,3.36795,4,161,14,16,2.52,3.36795,1.48758,0,443,10,6,1.48758,23,8,1.13,10.24,17.17
Bundesliga 2025_117_131_2026-01-11 16:30:00,2026-01-11 16:30:00,True,117,Bayern Munich,w,131,Wolfsburg,3.54931,8,200,18,11,2.7442,3.54931,1.08515,1,427,23,3,1.08515,16,8,1.1,12.15,18.99
Bundesliga 2025_117_134_2026-01-14 19:30:00,2026-01-14 19:30:00,False,117,Bayern Munich,w,134,FC Cologne,2.11635,3,129,17,10,2.3963,2.11635,0.714659,1,410,17,1,0.714659,19,8,1.26,6.82,9.41
Bundesliga 2025_117_136_2026-01-17 17:30:00,2026-01-17 17:30:00,False,117,Bayern Munich,w,136,RasenBallsport Leipzig,4.65226,5,292,24,9,2.3512000000000004,4.65226,2.86917,1,382,16,8,2.86917,19,17,1.55,4.75,5.0
