snapshot_key,prediction_generated_at_utc,portfolio_name,date,league,team_name,opponent_name,selected_outcome,selected_odds,predicted_probability,market_probability,edge,expected_value,strategy_names,stake_eur,result_status,closing_selected_odds,realized_profit,raw_model_probability,value_score,raw_expected_value,probability_note,train_max_season,recommended,match_date,home_team_norm,away_team_norm,match_id,actual_home_team,actual_away_team,actual_result,actual_outcome,actual_home_score,actual_away_score,match_found,won_live_bet,realized_profit_units
production_draw_consensus_nonfavorite_2026_08_12|2026-08-30 17:30:00|Bundesliga|Augsburg|Schalke 04|draw,2026-08-11T22:35:06.860823+00:00,production_draw_consensus_nonfavorite_2026_08_12,2026-08-30 17:30:00,Bundesliga,Augsburg,Schalke 04,draw,3.9,0.4335182607173919,0.2529615517838587,0.1805567089335332,0.6907212167978287,bundesliga_draw_2_20_4_00_nonfavorite_1,2.5,pending,,,0.4335182607173919,0.1805567089335332,0.6907212167978287,min_multiclass_draw_and_binary_draw_raw_probability,2025.0,True,2026-08-30,augsburg,schalke 04,,,,,,,,False,False,
